58.71	0.000e0
58.72	6.000e0
58.72	1.000e1
58.72	0.000e0
61.22	0.000e0
61.23	2.000e0
61.23	4.000e0
61.23	0.000e0
67.03	0.000e0
67.03	2.000e0
67.04	1.000e0
67.04	0.000e0
185.85	0.000e0
185.86	1.700e1
185.86	1.000e0
185.86	0.000e0
197.82	0.000e0
197.83	2.000e0
197.83	3.000e0
197.84	0.000e0
208.36	0.000e0
208.36	2.000e0
208.37	1.000e0
208.37	0.000e0
216.28	0.000e0
216.28	7.000e0
216.29	1.200e1
216.29	0.000e0
233.42	0.000e0
233.43	1.000e0
233.43	7.000e0
233.44	0.000e0
240.48	0.000e0
240.48	2.000e0
240.49	0.000e0
253.16	0.000e0
253.16	3.000e0
253.17	1.000e0
253.17	0.000e0
258.15	0.000e0
258.16	2.300e1
258.16	1.000e1
258.17	0.000e0
267.26	0.000e0
267.27	2.000e0
267.27	2.000e0
267.27	0.000e0
283.12	0.000e0
283.13	2.000e0
283.13	0.000e0
292.42	0.000e0
292.42	8.000e0
292.43	1.000e0
292.43	0.000e0
343.76	0.000e0
343.77	5.000e0
343.77	1.000e0
343.78	0.000e0
372.18	0.000e0
372.18	2.000e1
372.19	1.000e0
372.20	0.000e0
377.09	0.000e0
377.10	2.000e0
377.11	1.000e0
377.11	0.000e0
385.12	0.000e0
385.13	3.000e0
385.13	1.000e1
385.14	0.000e0
399.06	0.000e0
399.06	4.000e0
399.07	0.000e0
413.38	0.000e0
413.38	8.000e0
413.39	2.000e0
413.39	0.000e0
414.20	0.000e0
414.21	2.000e0
414.22	7.000e0
414.22	0.000e0
431.77	0.000e0
431.77	5.000e0
431.78	7.000e0
431.79	0.000e0
440.27	0.000e0
440.28	2.200e1
440.29	1.000e1
440.29	0.000e0
442.70	0.000e0
442.71	4.000e0
442.71	0.000e0
445.52	0.000e0
445.53	1.000e0
445.53	2.000e0
445.54	0.000e0
447.62	0.000e0
447.62	5.000e0
447.63	2.000e0
447.63	0.000e0
472.71	0.000e0
472.72	3.000e0
472.72	0.000e0
477.50	0.000e0
477.51	1.400e1
477.52	1.000e1
477.52	0.000e0
482.23	0.000e0
482.23	2.000e0
482.24	1.200e1
482.25	0.000e0
485.76	0.000e0
485.77	2.000e0
485.77	0.000e0
492.44	0.000e0
492.45	3.000e0
492.46	4.000e0
492.46	0.000e0
498.34	0.000e0
498.34	4.000e0
498.35	2.000e0
498.36	0.000e0
498.64	0.000e0
498.65	2.000e0
498.65	1.000e0
498.66	0.000e0
499.37	0.000e0
499.37	5.000e0
499.38	0.000e0
511.92	0.000e0
511.93	3.000e0
511.94	0.000e0
513.44	0.000e0
513.45	2.000e0
513.46	6.000e0
513.46	0.000e0
521.94	0.000e0
521.95	6.000e0
521.96	7.000e0
521.96	0.000e0
522.31	0.000e0
522.32	1.100e1
522.33	4.000e0
522.33	0.000e0
530.10	0.000e0
530.11	3.000e0
530.12	2.000e0
530.12	0.000e0
535.97	0.000e0
535.97	1.000e0
535.98	5.000e0
535.99	0.000e0
546.93	0.000e0
546.94	1.000e1
546.95	0.000e0
548.19	0.000e0
548.20	1.900e1
548.20	4.000e0
548.21	0.000e0
548.97	0.000e0
548.97	6.000e0
548.98	1.000e0
548.99	0.000e0
552.87	0.000e0
552.88	1.500e1
552.88	1.100e1
552.89	0.000e0
563.46	0.000e0
563.47	5.000e0
563.48	1.100e1
563.48	0.000e0
568.35	0.000e0
568.36	1.300e1
568.37	5.000e0
568.38	0.000e0
570.29	0.000e0
570.30	2.000e0
570.31	1.900e1
570.31	0.000e0
571.34	0.000e0
571.34	2.900e1
571.35	5.000e0
571.36	0.000e0
571.39	0.000e0
571.40	2.000e0
571.41	1.000e0
571.41	0.000e0
575.52	0.000e0
575.53	4.000e0
575.54	2.000e0
575.54	0.000e0
584.26	0.000e0
584.27	3.000e0
584.27	1.000e0
584.28	0.000e0
584.51	0.000e0
584.52	3.000e0
584.53	0.000e0
585.17	0.000e0
585.18	2.000e0
585.19	4.000e0
585.20	0.000e0
585.30	0.000e0
585.31	1.300e1
585.32	0.000e0
599.36	0.000e0
599.36	1.100e1
599.37	1.100e1
599.38	0.000e0
602.29	0.000e0
602.30	5.000e0
602.30	7.000e0
602.31	0.000e0
602.37	0.000e0
602.38	3.000e0
602.38	1.600e1
602.39	0.000e0
603.54	0.000e0
603.55	9.000e0
603.56	8.000e0
603.56	0.000e0
613.08	0.000e0
613.08	3.000e0
613.09	1.300e1
613.10	0.000e0
618.40	0.000e0
618.41	4.000e0
618.42	0.000e0
619.31	0.000e0
619.32	1.300e1
619.33	5.000e0
619.34	0.000e0
620.25	0.000e0
620.26	1.000e0
620.26	2.000e0
620.27	0.000e0
620.83	0.000e0
620.84	1.200e1
620.85	1.400e1
620.86	0.000e0
621.38	0.000e0
621.39	6.000e0
621.40	0.000e0
624.40	0.000e0
624.41	1.700e1
624.41	7.000e0
624.42	0.000e0
625.40	0.000e0
625.40	2.400e1
625.41	2.000e0
625.42	0.000e0
626.41	0.000e0
626.41	5.000e0
626.42	2.000e0
626.43	0.000e0
627.45	0.000e0
627.46	6.000e0
627.47	4.000e0
627.47	0.000e0
631.15	0.000e0
631.16	1.000e1
631.17	6.000e0
631.17	0.000e0
640.78	0.000e0
640.79	3.000e0
640.80	0.000e0
642.34	0.000e0
642.35	1.300e1
642.36	0.000e0
643.35	0.000e0
643.36	2.000e0
643.37	0.000e0
643.44	0.000e0
643.45	9.000e0
643.46	2.000e0
643.46	0.000e0
644.33	0.000e0
644.33	1.000e0
644.34	9.000e0
644.35	0.000e0
644.39	0.000e0
644.40	7.000e0
644.41	0.000e0
648.80	0.000e0
648.81	8.000e0
648.82	0.000e0
655.33	0.000e0
655.34	3.000e0
655.35	0.000e0
655.88	0.000e0
655.89	2.900e1
655.90	0.000e0
657.34	0.000e0
657.35	1.000e1
657.35	8.000e0
657.36	0.000e0
659.54	0.000e0
659.55	1.000e0
659.56	1.000e1
659.57	0.000e0
660.16	0.000e0
660.17	4.000e0
660.18	3.000e0
660.18	0.000e0
667.37	0.000e0
667.38	3.000e0
667.38	5.000e0
667.39	0.000e0
670.37	0.000e0
670.37	7.000e0
670.38	4.000e0
670.39	0.000e0
671.98	0.000e0
671.98	9.000e0
671.99	1.400e1
672.00	0.000e0
672.37	0.000e0
672.38	4.000e0
672.39	7.000e0
672.39	0.000e0
672.47	0.000e0
672.48	1.100e1
672.49	2.000e0
672.49	0.000e0
683.74	0.000e0
683.75	1.200e1
683.76	1.100e1
683.77	0.000e0
690.91	0.000e0
690.92	1.000e0
690.92	5.000e0
690.93	0.000e0
692.37	0.000e0
692.38	1.400e1
692.39	4.000e0
692.40	0.000e0
704.76	0.000e0
704.77	4.000e0
704.78	3.000e0
704.79	0.000e0
712.43	0.000e0
712.44	8.000e0
712.44	0.000e0
723.37	0.000e0
723.37	7.000e0
723.38	1.000e0
723.39	0.000e0
723.93	0.000e0
723.94	1.000e0
723.95	1.900e1
723.96	0.000e0
734.21	0.000e0
734.22	7.000e0
734.23	2.000e0
734.24	0.000e0
740.32	0.000e0
740.33	2.100e1
740.34	0.000e0
744.36	0.000e0
744.36	8.000e0
744.37	7.000e0
744.38	0.000e0
745.84	0.000e0
745.85	2.000e0
745.85	2.000e1
745.86	0.000e0
748.84	0.000e0
748.84	4.000e0
748.85	1.000e0
748.86	0.000e0
750.68	0.000e0
750.69	1.000e0
750.70	2.000e0
750.71	0.000e0
757.49	0.000e0
757.50	8.000e0
757.51	0.000e0
758.72	0.000e0
758.73	3.000e0
758.74	3.000e0
758.75	0.000e0
759.61	0.000e0
759.61	1.000e1
759.62	0.000e0
770.65	0.000e0
770.66	2.900e1
770.67	1.500e1
770.68	0.000e0
772.40	0.000e0
772.41	1.000e0
772.41	3.000e0
772.42	0.000e0
781.44	0.000e0
781.45	2.000e0
781.46	1.500e1
781.46	0.000e0
782.26	0.000e0
782.27	1.000e1
782.28	3.000e0
782.28	0.000e0
782.78	0.000e0
782.79	1.200e1
782.80	4.000e0
782.81	0.000e0
788.47	0.000e0
788.48	5.000e0
788.49	4.000e0
788.50	0.000e0
